,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,1,25.0,27,Casey STONER,AUS,Ducati Marlboro Team,Ducati,165.0,43'02.788
1,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,2,20.0,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,164.8,+2.838
2,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,3,16.0,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,164.4,+8.530
3,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,4,13.0,21,John HOPKINS,USA,Rizla Suzuki MotoGP,Suzuki,164.4,+9.071
4,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,5,11.0,33,Marco MELANDRI,ITA,Honda Gresini,Honda,163.9,+17.433
5,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,6,10.0,5,Colin EDWARDS,USA,Fiat Yamaha Team,Yamaha,163.8,+18.647
6,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,7,9.0,71,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,163.5,+22.916
7,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,8,8.0,1,Nicky HAYDEN,USA,Repsol Honda Team,Honda,163.5,+23.057
8,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,9,7.0,4,Alex BARROS,BRA,Pramac d'Antin,Ducati,163.3,+25.961
9,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,10,6.0,56,Shinya NAKANO,JPN,Konica Minolta Honda,Honda,163.2,+28.456
10,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,11,5.0,66,Alex HOFMANN,GER,Pramac d'Antin,Ducati,162.8,+35.029
11,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,12,4.0,19,Olivier JACQUE,FRA,Kawasaki Racing Team,Kawasaki,162.3,+42.948
12,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,13,3.0,10,Kenny ROBERTS JR,USA,Team Roberts,KR212V,162.3,+42.977
13,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,14,2.0,24,Toni ELIAS,SPA,Honda Gresini,Honda,162.3,+42.989
14,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,15,1.0,50,Sylvain GUINTOLI,FRA,Dunlop Yamaha Tech 3,Yamaha,161.7,+51.639
15,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,16,0.0,6,Makoto TAMADA,JPN,Dunlop Yamaha Tech 3,Yamaha,161.4,+57.853
16,2007,QAT,GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"March,10,2007",Dry,45º,29º,11%,crash,0.0,88,Andrew PITT,AUS,Ilmor GP,Ilmor GP,158.7,7 Laps
