,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,1,25,99,Jorge LORENZO,SPA,Movistar Yamaha MotoGP,Yamaha,167.1,42'28.452
1,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,2,20,4,Andrea DOVIZIOSO,ITA,Ducati Team,Ducati,167.0,+2.019
2,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,3,16,93,Marc MARQUEZ,SPA,Repsol Honda Team,Honda,167.0,+2.287
3,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,4,13,46,Valentino ROSSI,ITA,Movistar Yamaha MotoGP,Yamaha,167.0,+2.387
4,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,5,11,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,166.2,+14.083
5,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,6,10,25,Maverick VIÑALES,SPA,Team SUZUKI ECSTAR,Suzuki,166.1,+15.423
6,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,7,9,44,Pol ESPARGARO,SPA,Monster Yamaha Tech 3,Yamaha,165.9,+18.629
7,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,8,8,38,Bradley SMITH,GBR,Monster Yamaha Tech 3,Yamaha,165.9,+18.652
8,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,9,7,8,Hector BARBERA,SPA,Avintia Racing,Ducati,165.8,+21.160
9,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,10,6,45,Scott REDDING,GBR,OCTO Pramac Yakhnich,Ducati,165.6,+24.435
10,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,11,5,41,Aleix ESPARGARO,SPA,Team SUZUKI ECSTAR,Suzuki,164.8,+35.847
11,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,12,4,50,Eugene LAVERTY,IRL,Aspar Team MotoGP,Ducati,164.5,+41.756
12,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,13,3,19,Alvaro BAUTISTA,SPA,Aprilia Racing Team Gresini,Aprilia,164.4,+41.932
13,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,14,2,43,Jack MILLER,AUS,"Estrella Galicia 0,0 Marc VDS",Honda,164.4,+41.982
14,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,15,1,53,Tito RABAT,SPA,"Estrella Galicia 0,0 Marc VDS",Honda,163.6,+54.953
15,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,crash,0,6,Stefan BRADL,GER,Aprilia Racing Team Gresini,Aprilia,163.5,11 Laps
16,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,crash,0,76,Loris BAZ,FRA,Avintia Racing,Ducati,164.0,14 Laps
17,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,crash,0,35,Cal CRUTCHLOW,GBR,LCR Honda,Honda,165.0,16 Laps
18,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,crash,0,29,Andrea IANNONE,ITA,Ducati Team,Ducati,165.7,17 Laps
19,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,20,2016",Dry,23º,21º,71%,crash,0,68,Yonny HERNANDEZ,COL,Aspar Team MotoGP,Ducati,156.8,21 Laps
20,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2016",Dry,24º,22º,68%,1,25,12,Thomas LUTHI,SWI,Garage Plus Interwetten,Kalex,160.4,40'14.293
21,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2016",Dry,24º,22º,68%,2,20,39,Luis SALOM,SPA,SAG Team,Kalex,159.8,+9.610
22,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2016",Dry,24º,22º,68%,3,16,24,Simone CORSI,ITA,Speed Up Racing,Speed Up,159.8,+9.665
23,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2016",Dry,24º,22º,68%,4,13,55,Hafizh SYAHRIN,MAL,Petronas Raceline Malaysia,Kalex,159.5,+13.558
24,2016,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"March,20,2016",Dry,24º,22º,68%,5,11,77,Dominique AEGERTER,SWI,CarXpert Interwetten,Kalex,159.3,+16.064
