,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,1,25,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,165.8,42'50.099
1,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,2,20,99,Jorge LORENZO,SPA,Fiat Yamaha Team,Yamaha,165.7,+1.022
2,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,3,16,4,Andrea DOVIZIOSO,ITA,Repsol Honda Team,Honda,165.7,+1.865
3,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,4,13,69,Nicky HAYDEN,USA,Ducati Marlboro Team,Ducati,165.7,+1.876
4,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,5,11,11,Ben SPIES,USA,Monster Yamaha Tech 3,Yamaha,165.5,+3.903
5,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,6,10,14,Randy DE PUNIET,FRA,LCR Honda MotoGP,Honda,165.2,+9.322
6,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,7,9,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,164.7,+16.508
7,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,8,8,5,Colin EDWARDS,USA,Monster Yamaha Tech 3,Yamaha,164.5,+19.867
8,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,9,7,65,Loris CAPIROSSI,ITA,Rizla Suzuki MotoGP,Suzuki,164.5,+20.893
9,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,10,6,7,Hiroshi AOYAMA,JPN,Interwetten Honda MotoGP,Honda,164.4,+21.100
10,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,11,5,58,Marco SIMONCELLI,ITA,San Carlo Honda Gresini,Honda,163.8,+31.638
11,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,12,4,40,Hector BARBERA,SPA,Paginas Amarillas Aspar,Ducati,163.7,+32.573
12,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,13,3,33,Marco MELANDRI,ITA,San Carlo Honda Gresini,Honda,163.2,+40.780
13,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,crash,0,19,Alvaro BAUTISTA,SPA,Rizla Suzuki MotoGP,Suzuki,163.7,1 Lap
14,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,crash,0,41,Aleix ESPARGARO,SPA,Pramac Racing Team,Ducati,162.7,15 Laps
15,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,crash,0,27,Casey STONER,AUS,Ducati Marlboro Team,Ducati,164.4,17 Laps
16,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,11,2010",Dry,26º,24º,30%,crash,0,36,Mika KALLIO,FIN,Pramac Racing Team,Ducati,156.1,20 Laps
17,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,1,25,48,Shoya TOMIZAWA,JPN,Technomag-CIP,Suter,156.7,41'11.768
18,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,2,20,6,Alex DEBON,SPA,Aeroport de Castello - Ajo,FTR,156.4,+4.656
19,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,3,16,16,Jules CLUZEL,FRA,Forward Racing,Suter,156.4,+4.789
20,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,4,13,24,Toni ELIAS,SPA,Gresini Racing Moto2,Moriwaki,156.3,+6.978
21,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,5,11,44,Roberto ROLFO,ITA,Italtrans S.T.R.,Suter,156.3,+7.178
22,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,6,10,75,Mattia PASINI,ITA,JIR Moto2,Motobi,156.0,+11.804
23,2010,QAT,Commercialbank Grand Prix of Qatar - Losail International Circuit,Moto2,RAC,"April,11,2010",Dry,26º,24º,25%,7,9,12,Thomas LUTHI,SWI,Interwetten Moriwaki Moto2,Moriwaki,156.0,+11.861
