,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,1,25,25,Maverick VIÑALES,SPA,Movistar Yamaha MotoGP,Yamaha,165.5,38'59.999
1,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,2,20,4,Andrea DOVIZIOSO,ITA,Ducati Team,Ducati,165.5,+0.461
2,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,3,16,46,Valentino ROSSI,ITA,Movistar Yamaha MotoGP,Yamaha,165.4,+1.928
3,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,4,13,93,Marc MARQUEZ,SPA,Repsol Honda Team,Honda,165.0,+6.745
4,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,5,11,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,165.0,+7.128
5,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,6,10,41,Aleix ESPARGARO,SPA,Aprilia Racing Team Gresini,Aprilia,164.9,+7.661
6,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,7,9,45,Scott REDDING,GBR,OCTO Pramac Racing,Ducati,164.8,+9.782
7,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,8,8,43,Jack MILLER,AUS,"EG 0,0 Marc VDS",Honda,164.5,+14.486
8,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,9,7,42,Alex RINS,SPA,Team SUZUKI ECSTAR,Suzuki,164.4,+14.788
9,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,10,6,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,Yamaha,164.4,+15.069
10,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,11,5,99,Jorge LORENZO,SPA,Ducati Team,Ducati,164.0,+20.516
11,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,12,4,76,Loris BAZ,FRA,Reale Avintia Racing,Ducati,164.0,+21.255
12,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,13,3,8,Hector BARBERA,SPA,Reale Avintia Racing,Ducati,163.5,+28.828
13,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,14,2,17,Karel ABRAHAM,CZE,Pull&Bear Aspar Team,Ducati,163.5,+29.123
14,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,15,1,53,Tito RABAT,SPA,"EG 0,0 Marc VDS",Honda,163.4,+29.470
15,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,16,0,44,Pol ESPARGARO,SPA,Red Bull KTM Factory Racing,KTM,163.1,+33.601
16,2017,QAT,Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"March,26,2017",Dry,22º,21º,96%,17,0,38,Bradley SMITH,GBR,Red Bull KTM Factory Racing,KTM,162.7,+39.704
