,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,1,25,99,Jorge LORENZO,SPA,Yamaha Factory Racing,Yamaha,166.4,42'39.802
1,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,2,20,46,Valentino ROSSI,ITA,Yamaha Factory Racing,Yamaha,166.0,+5.990
2,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,3,16,93,Marc MARQUEZ,SPA,Repsol Honda Team,Honda,166.0,+6.201
3,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,4,13,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,165.8,+9.473
4,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,5,11,35,Cal CRUTCHLOW,GBR,Monster Yamaha Tech 3,Yamaha,165.2,+18.764
5,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,6,10,19,Alvaro BAUTISTA,SPA,GO&FUN Honda Gresini,Honda,165.0,+22.148
6,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,7,9,4,Andrea DOVIZIOSO,ITA,Ducati Team,Ducati,164.8,+24.355
7,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,8,8,69,Nicky HAYDEN,USA,Ducati Team,Ducati,164.8,+24.920
8,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,9,7,29,Andrea IANNONE,ITA,Energy T.I. Pramac Racing,Ducati,164.0,+37.124
9,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,10,6,11,Ben SPIES,USA,Ignite Pramac Racing,Ducati,163.5,+44.908
10,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,11,5,41,Aleix ESPARGARO,SPA,Power Electronics Aspar,ART,163.2,+49.809
11,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,12,4,14,Randy DE PUNIET,FRA,Power Electronics Aspar,ART,162.8,+56.495
12,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,13,3,8,Hector BARBERA,SPA,Avintia Blusens,FTR,162.0,+1'09.599
13,2013,QAT,Commercial Bank Grand Prix of Qatar - Losail International Circuit,MotoGP,RAC,"April,07,2013",Dry,23º,21º,66%,14,2,68,Yonny HERNANDEZ,COL,Paul Bird Motorsport,ART,161.9,+1'10.742
