,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,1,25.0,65,Loris CAPIROSSI,ITA,Ducati Marlboro Team,Ducati,155.9,45'57.733
1,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,2,20.0,26,Dani PEDROSA,SPA,Repsol Honda Team,Honda,155.6,+4.375
2,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,3,16.0,69,Nicky HAYDEN,USA,Repsol Honda Team,Honda,155.3,+9.996
3,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,4,13.0,24,Toni ELIAS,SPA,Fortuna Honda,Honda,155.3,+10.135
4,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,5,11.0,33,Marco MELANDRI,ITA,Fortuna Honda,Honda,154.8,+19.547
5,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,6,10.0,27,Casey STONER,AUS,Honda LCR,Honda,154.7,+21.237
6,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,7,9.0,56,Shinya NAKANO,JPN,Kawasaki Racing Team,Kawasaki,154.7,+21.372
7,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,8,8.0,10,Kenny ROBERTS JR,USA,Team Roberts,KR211V,154.1,+32.414
8,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,9,7.0,21,John HOPKINS,USA,Rizla Suzuki MotoGP,Suzuki,154.1,+32.659
9,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,10,6.0,6,Makoto TAMADA,JPN,Konica Minolta Honda,Honda,153.9,+35.983
10,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,11,5.0,5,Colin EDWARDS,USA,Camel Yamaha Team,Yamaha,153.8,+37.930
11,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,12,4.0,71,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,153.7,+39.514
12,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,13,3.0,7,Carlos CHECA,SPA,Tech 3 Yamaha,Yamaha,153.5,+42.829
13,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,14,2.0,46,Valentino ROSSI,ITA,Camel Yamaha Team,Yamaha,152.3,+1'05.766
14,2006,SPA,SPANISH GRAND PRIX - Circuito de Jerez,MotoGP,RAC,"March,26,2006",Dry,33º,22º,16%,15,1.0,66,Alex HOFMANN,GER,Pramac d'Antín MotoGP,Ducati,151.3,+1'23.300
